ratio,Spacy_entity,Spacy_tag,Spacy_clean_entities,Wiki_entity,Wiki_tag,Wiki_clean_entities
81,Creation of the  Astronomican,'PERSON',creation of the astronomican,Master of the Astronomican ,,master of the astronomican
88,Ro Mu 31,'PERSON',ro mu 31,Ro-Mu 31,,ro-mu 31
86,Melmoth,'PERSON',melmoth,Melmoch,,melmoch
81,The Fire Dragons,'PERSON',the fire dragons,Fire Dragon,,fire dragon
89,the  Aeldari Outcasts,'ORG',the aeldari outcasts,Aeldari Outcasts,,aeldari outcasts
90,The Beta Garmon Cluster,'LOC',the beta garmon cluster,Beta Garmon Cluster,,beta garmon cluster
89,Uxor,'ORG',uxor,Luxor,,luxor
83,Manus,'PERSON',manus,Nomanus,,nomanus
89,Vorax,'ORG',vorax,Orax,,orax
87,Sub sector Sol,'ORG',sub sector sol,Sub-sector Solar,,sub-sector solar
82,a Great Cleaver of Khorne,'PERSON',a great cleaver of khorne,Great Axe of Khorne,,great axe of khorne
92,Heartrippers,'ORG',heartrippers,Heart-Ripper,,heart-ripper
85,Master of Blades,'ORG',master of blades,Fathers of Blades,,fathers of blades
88,the  Pandemic Staff,'ORG',the pandemic staff,Pandemic Staff,,pandemic staff
90,Kha Ak Lash Kha Aksha,'PERSON',kha ak lash kha aksha,Kha Ak-Lash Kha-Aksha,,kha ak-lash kha-aksha
84,the Tricon Palace,'ORG',the tricon palace,Tricorn palace,,tricorn palace
85,The  Quiet Order,'ORG',the quiet order,Quiet Order,,quiet order
92,Heinos,'PERSON',heinos,Vheinos,,vheinos
86,Niagma,'PERSON',niagma,Niagmarr,,niagmarr
94,Einhyr Champion s,'PERSON',einhyr champion s,Einhyr Champion,,einhyr champion
81,Legion Techmarine Covenant Techmarines,'ORG',legion techmarine covenant techmarines,Legion Techmarine Covenant,,legion techmarine covenant
86,Sa ra am,'PERSON',sa ra am,Saraam,,saraam
97,Brass Scorpions,'ORG',brass scorpions,Brass Scorpion,,brass scorpion
89,the Crone World,'LOC',the crone world,Throne World,,throne world
83,Archean System,'ORG',archean system,Achyllan System,,achyllan system
83,Conglomerate,'ORG',conglomerate,Ymyr Conglomerate,,ymyr conglomerate
85,a  Knight World,'LOC',a knight world,Fallen Knight World,,fallen knight world
82,olves Dreadnought,'PERSON',olves dreadnought,Doomglaive Dreadnought,,doomglaive dreadnought
85,Saros Station,'LOC',saros station,Astro Station,,astro station
93,the Court of the Nephilim King,'PERSON',the court of the nephilim king,Court of the Nephilim King,,court of the nephilim king
89,the  Blades of Desire,'ORG',the blades of desire,Blades of Desire,,blades of desire
90,Bel Annath,'PERSON',bel annath,Bel-Annath,,bel-annath
85,the Divine Army,'ORG',the divine army,Divine Army,,divine army
84,the Terran Crusade,'ORG',the terran crusade,Terra Crusade,,terra crusade
91,the  Conservatory Project,'ORG',the conservatory project,Conservatory Project,,conservatory project
91,Shas O Kais,'PERSON',shas o kais,Shas’O Kais,,shas’o kais
91,Shas’O Or’es’ka ’s,'PERSON',shas’o or’es’ka ’s,Shas’O Or’es’ka,,shas’o or’es’ka
89,The  Terran Praefects,'ORG',the terran praefects,Terran Praefects,,terran praefects
86,Calibanite   I Legion,'ORG',calibanite  i legion,Calibanite Lion,,calibanite lion
96,Vha shaelhur,'PERSON',vha shaelhur,Vhashaelhur,,vhashaelhur
86,Gallius,'PERSON',gallius,Gallium,,gallium
89,the  T au Protection Fleet,'ORG',the t au protection fleet,Tau Protection Fleet,,tau protection fleet
95,Kor’vattra,'NORP',kor’vattra,Korvattra,,korvattra
83,The Angel s Tears,'PERSON',the angel s tears,Angels Tears,,angels tears
94,A Knight Abominant,'PERSON',a knight abominant,Knight Abominant,,knight abominant
81,Volkite Culverine,'PERSON',volkite culverine,Volkite Caliver,,volkite caliver
84,Phratus Auguston  Loyal,'PERSON',phratus auguston loyal,Phratus Auguston,,phratus auguston
88,Hathor Maat s,'PERSON',hathor maat s,Haathor Maat,,haathor maat
85,a Refractor Field,'LOC',a refractor field,Refractor Shield,,refractor shield
84,Space Marine s,'ORG',space marine s,Space Marine Bike,,space marine bike
81,the  Library Sanctus  on  ,'ORG',the library sanctus on,Library Sanctus,,library sanctus
92,Vel Kheredar,'PERSON',vel kheredar,Vel-Kheredar,,vel-kheredar
84,the   Caedere Squad,'ORG',the  caedere squad,Caedere Squad,,caedere squad
83,Lashers,'NORP',lashers,laser,,laser
82,Defence of Orask,'PERSON',defence of orask,Defence of Fiovash,,defence of fiovash
86,the Third Sphere Expansion,'ORG',the third sphere expansion,Third Sphere of Expansion,,third sphere of expansion
94,A Master of Signal,'PERSON',a master of signal,Master of Signal,,master of signal
91,Palatine Blades  of,'ORG',palatine blades of,Palatine Blades,,palatine blades
87,The Magi Biologus,'PERSON',the magi biologus,Magi Biologus,,magi biologus
97,Kanak Skulltakers,'ORG',kanak skulltakers,Kanak Skull Takers,,kanak skull takers
86,Warp Drive,'LOC',warp drive,Warp-Drives,,warp-drives
82,the High Council s,'ORG',the high council s,Ethereal High Council,,ethereal high council
83,Montar,'LOC',montar,Montyr,,montyr
92,Aun Shi,'PERSON',aun shi,AunShi,,aunshi
90,the  Swords of Puretide,'PERSON',the swords of puretide,Swords of Puretide,,swords of puretide
89,the Ethereal Supreme,'PERSON',the ethereal supreme,Ethereal Supreme,,ethereal supreme
92,Aun Wei,'PERSON',aun wei,AunWei,,aunwei
83,Volos,'PERSON',volos,Viorlos,,viorlos
93,Tinek la,'LOC',tinek la,Tinekla,,tinekla
88,Mu gulath Bay,'LOC',mu gulath bay,Mugalath Bay,,mugalath bay
83,Shas vre Ob lotai,'PERSON',shas vre ob lotai,Shasvre Oblotai 9-0,,shasvre oblotai 9-0
97,Artefact Worlds,'LOC',artefact worlds,Artefact World,,artefact world
82,the Altar Brethren,'ORG',the altar brethren,Templar Brethren,,templar brethren
87,the Voltaic Staff,'ORG',the voltaic staff,Voltaic Staff,,voltaic staff
82,the Howling Gyre,'ORG',the howling gyre,War of the Howling Gyre,,war of the howling gyre
85,the  Phalanx Warders,'ORG',the phalanx warders,Phalanx Warder,,phalanx warder
94,Cadian Sub sector,'ORG',cadian sub sector,Cadian Sub-sector,,cadian sub-sector
82,Golgothan,'NORP',golgothan,Golgatha,,golgatha
86,Stealer,'PERSON',stealer,Stalker,,stalker
84,Castellan Hallin,'PERSON',castellan hallin,Castellan Rhino,,castellan rhino
84,Destroyer Cadres,'ORG',destroyer cadres,Destroyer Blade,,destroyer blade
83,Saris,'PERSON',saris,Sarissa,,sarissa
88,Belicosa,'NORP',belicosa,Bellicos,,bellicos
88,the  Watchers in the Dark,'ORG',the watchers in the dark,Watcher in the Dark,,watcher in the dark
83,Falkor,'PERSON',falkor,Malkor,,malkor
81,Aura of Corruption,'PERSON',aura of corruption,Flail of Corruption,,flail of corruption
93,Elsy eir,'PERSON',elsy eir,Elsyeir,,elsyeir
91,T olku,'LOC',t olku,Tolku,,tolku
91,Sa cea,'LOC',sa cea,Sacea,,sacea
86,Shas Ka,'PERSON',shas ka,DShasKa,,dshaska
92,Aun Kar,'PERSON',aun kar,AunKar,,aunkar
91,The Warriors of Aggannor,'PERSON',the warriors of aggannor,Warriors of Aggannor,,warriors of aggannor
83,Golden Talon,'PERSON',golden talon,Golden Taint,,golden taint
83,Korvax,'PERSON',korvax,Gorvax,,gorvax
87,the Knight Warden,'PERSON',the knight warden,Knight Warden,,knight warden
81,Grey Knights Crusaders,'ORG',grey knights crusaders,Knight Crusader,,knight crusader
96,Cerastus Knight Acheron,'PERSON',cerastus knight acheron,Cerastus Knight-Acheron,,cerastus knight-acheron
82,the  Spear,'PERSON',the spear,Thermal Spear,,thermal spear
81,Iron Captain,'ORG',iron captain,Surgeon Captain,,surgeon captain
84,Imperial Knight Knight Houses,'ORG',imperial knight knight houses,Imperial Knight House,,imperial knight house
96,Great Crusade Expeditionary Fleet,'ORG',great crusade expeditionary fleet,Great Crusade#Expeditionary Fleets,,great crusade#expeditionary fleets
81,Cerastus Knight,'PERSON',cerastus knight,Cerastus Knight-Lancer,,cerastus knight-lancer
84,Questoris Knight,'PERSON',questoris knight,Questoris-class Knight,,questoris-class knight
86,the Knights Castellan,'ORG',the knights castellan,Knight Castellan,,knight castellan
92,Ardboyz,'NORP',ardboyz,Ardboy,,ardboy
88,Heavy Armoured     ,'ORG',heavy armoured,Eavy Armour,,eavy armour
89,the  Harlecrypt System  ,'LOC',the harlecrypt system,Harlecrypt System,,harlecrypt system
88,the  Prosperan Rift,'LOC',the prosperan rift,Prosperan Rift,,prosperan rift
82,the Emperor s Swords,'PERSON',the emperor s swords,Emperors Sword,,emperors sword
82,Battle of Mordian,'PERSON',battle of mordian,Battle of Honoria,,battle of honoria
81,Archea System,'ORG',archea system,Cheraut System,,cheraut system
82,Vellurian,'NORP',vellurian,Telluria,,telluria
96,Danik s World,'LOC',danik s world,Daniks World,,daniks world
92,The Athenaeum of Kallimakus,'PERSON',the athenaeum of kallimakus,Athenaeum of Kallimakus,,athenaeum of kallimakus
83,the Pioneer Company s,'ORG',the pioneer company s,Pioneer Company,,pioneer company
85,the Old Hundred,'ORG',the old hundred,Old Hundred,,old hundred
82,the  Imperial Army,'ORG',the imperial army,13th/5th Imperial Army,,13th/5th imperial army
97,Ninth Ward Angeloi Adamantiphracts,'ORG',ninth ward angeloi adamantiphracts,Ninth-Ward Angeloi Adamantiphracts,,ninth-ward angeloi adamantiphracts
83,the False Whisperer,'PERSON',the false whisperer,Sektoth the False Whisperer,,sektoth the false whisperer
96,Ghenghiz Grimtoof Git Slaver,'PERSON',ghenghiz grimtoof git slaver,Ghenghiz Grimtoof Git-Slaver,,ghenghiz grimtoof git-slaver
82,Whisperer,'PERSON',whisperer,Whispercutter,,whispercutter
89,the Cassell Rebellion,'ORG',the cassell rebellion,Cassell Rebellion,,cassell rebellion
83,Abyss,'LOC',abyss,Abyssia,,abyssia
81,the  Imperial Guard,'ORG',the imperial guard,Imperial Gaurd,,imperial gaurd
83,Larkin,'PERSON',larkin,Laskin,,laskin
95,Finreht Three Seven,'ORG',finreht three seven,Finreht Three-Seven,,finreht three-seven
87,The   Formund Scorpions,'ORG',the  formund scorpions,Formund Scorpions,,formund scorpions
90,the  Haephos Containment,'ORG',the haephos containment,Haephos Containment,,haephos containment
90,The Haephosian Tritons,'ORG',the haephosian tritons,Haephosian Tritons,,haephosian tritons
86,The   Kaledon Hunters,'ORG',the  kaledon hunters,Kaledon Hunters,,kaledon hunters
86,The   Miasman Redcowls,'ORG',the  miasman redcowls,Miasman Redcowls,,miasman redcowls
85,Mordian Regiment,'ORG',mordian regiment,Moebian Regiments,,moebian regiments
82,the  Mordian,'ORG',the mordian,7th Mordion,,7th mordion
87,Vorhn s World,'ORG',vorhn s world,Orns World,,orns world
81,Zanatov System,'LOC',zanatov system,Riatov System,,riatov system
86,602nd Truskan Snowhounds,'PERSON',602nd truskan snowhounds,Truskan Snowhounds,,truskan snowhounds
95,Daemonships,'NORP',daemonships,Daemonship,,daemonship
86,the   Hand of Dominion,'PERSON',the  hand of dominion,Hand of Dominion,,hand of dominion
88,Sy l Kell,'LOC',sy l kell,SylKell,,sylkell
89,Ghostkeel Battlesuit,'ORG',ghostkeel battlesuit,XV95 Ghostkeel Battlesuit,,xv95 ghostkeel battlesuit
86,the  Farsight Enclaves,'ORG',the farsight enclaves,Farsight Enclave,,farsight enclave
86,Dawnsinger,'PERSON',dawnsinger,Dawnbringer,,dawnbringer
85,the Donorian Sector,'LOC',the donorian sector,Donoria Sector,,donoria sector
84,Battle  of,'ORG',battle of,Battle Fly,,battle fly
87,the Sapphire King,'PERSON',the sapphire king,Sapphire King,,sapphire king
81,The Dark Fire,'PERSON',the dark fire,The Dark Creed,,the dark creed
88,the  Sepktraal Cult,'ORG',the sepktraal cult,Sepktraal Cult,,sepktraal cult
82,Storm Seers,'ORG',storm seers,Storm Laser,,storm laser
92,the Salamanders 1st Company,'ORG',the salamanders 1st company,Salamanders 1st Company,,salamanders 1st company
89,the  Great Dysjunction,'LOC',the great dysjunction,Great Dysjunction,,great dysjunction
82,Departmento Tacticae,'ORG',departmento tacticae,Departmento Medicae,,departmento medicae
88,the Cult of Strife,'ORG',the cult of strife,Cult of Strife,,cult of strife
87,the  Omnis Arcanum,'LOC',the omnis arcanum,Omnis Arcanum,,omnis arcanum
86,Stumper,'PERSON',stumper,Stummer,,stummer
87,Dreadnought s,'ORG',dreadnought s,Dreadought,,dreadought
82,the  Hosts of the Ist Legion Hosts,'ORG',the hosts of the ist legion hosts,Hosts of the Ist Legion,,hosts of the ist legion
84,the Rangdan Xenocides,'ORG',the rangdan xenocides,First Rangdan Xenocide,,first rangdan xenocide
97,Cyclonic Torpedo es,'PERSON',cyclonic torpedo es,Cyclonic Torpedoes,,cyclonic torpedoes
83,the Dead Stations,'ORG',the dead stations,Dead Station,,dead station
85,the Rock of Judgement,'LOC',the rock of judgement,Throne of Judgement,,throne of judgement
89,the Bastion Serpentis,'LOC',the bastion serpentis,Bastion Serpentis,,bastion serpentis
92,Deathdealers,'ORG',deathdealers,Death Dealer,,death dealer
92,Hell Scourge,'ORG',hell scourge,Hell-Scourge,,hell-scourge
94,A Lord Discordant,'PERSON',a lord discordant,Lord Discordant,,lord discordant
86,Magistratus,'PERSON',magistratus,Magistrate,,magistrate
88,Morturg,'PERSON',morturg,Mortiurge,,mortiurge
83,Dumah,'PERSON',dumah,DuMaash,,dumaash
89,the  Order Elucidatum,'ORG',the order elucidatum,Order Elucidatum,,order elucidatum
86,the  Sautekh Dynasty,'ORG',the sautekh dynasty,Sautekth Dynasty,,sautekth dynasty
85,the Blackstone Fortresses,'LOC',the blackstone fortresses,Seventh Blackstone Fortress,,seventh blackstone fortress
89,lian Crusade,'PERSON',lian crusade,Helican Crusade,,helican crusade
84,Harvester Clans,'ORG',harvester clans,Harvester Cannon,,harvester cannon
94,Ironclaw,'PERSON',ironclaw,Iron Claw,,iron claw
95,Grimtoof Git Slaver,'LOC',grimtoof git slaver,Grimtoof Git-Slaver,,grimtoof git-slaver
87,the  Severan Ducal Legate s,'ORG',the severan ducal legate s,Severan Ducal Legate,,severan ducal legate
96,Ducal Legates,'ORG',ducal legates,Ducal Legate,,ducal legate
81,Sector Government,'ORG',sector government,Sector Governor,,sector governor
88,the  Segmentum Pacificus,'LOC',the segmentum pacificus,Segementum Pacificus,,segementum pacificus
96,Lucin’s Breath,'LOC',lucin’s breath,Lucins Breath,,lucins breath
92,Rak Gol  ,'ORG',rak gol,RakGol,,rakgol
93,Lucin’s Breath,'LOC',lucin’s breath,Luciens Breath,,luciens breath
87,the  Void Dancer s Roil,'LOC',the void dancer s roil,Void Dancers Roil,,void dancers roil
86,the  Halo Margins,'LOC',the halo margins,Halo Margins,,halo margins
81,the Warp Storms,'LOC',the warp storms,Great Warp Storms,,great warp storms
87,the  Ragged Worlds,'LOC',the ragged worlds,Ragged Worlds,,ragged worlds
85,The Undred Undred Teef,'ORG',the undred undred teef,Undred-Undred Teef,,undred-undred teef
89,the Departmento Munitorum,'ORG',the departmento munitorum,Departmento Munitorium,,departmento munitorium
83,the  Rak’Gol  Marauders,'ORG',the rak’gol marauders,RakGol Marauder,,rakgol marauder
93,Kindred Kroot,'ORG',kindred kroot,Kindred (Kroot),,kindred (kroot)
81,the Cat s Cradle,'LOC',the cat s cradle,Cats Cradle,,cats cradle
93,Rak Gol Carvers,'ORG',rak gol carvers,RakGol Carver,,rakgol carver
95,Rak Gol Broodmasters,'PERSON',rak gol broodmasters,RakGol Broodmaster,,rakgol broodmaster
84,the God Emperor’s Scourge,'LOC',the god emperor’s scourge,God-Emperors Scourge,,god-emperors scourge
89,Irad Cleanser,'PERSON',irad cleanser,Irrad-cleanser,,irrad-cleanser
93,Impalers,'NORP',impalers,Impaler,,impaler
88,the Formosa Sector,'LOC',the formosa sector,Formosa Sector,,formosa sector
87,the Throne Agents,'ORG',the throne agents,Throne Agents,,throne agents
85,the Dragon Warriors,'ORG',the dragon warriors,Dragon Warrior,,dragon warrior
81,Magos Solus Kanceme,'PERSON',magos solus kanceme,Solus Kanceme,,solus kanceme
83,Chaos Sonic Dreadnoughts,'ORG',chaos sonic dreadnoughts,Sonic Dreadnought,,sonic dreadnought
89,Q sal,'LOC',q sal,QSal,,qsal
83,the Inner Ring,'LOC',the inner ring,Inner Ring,,inner ring
90,Corpse God,'PERSON',corpse god,Corpse-God,,corpse-god
82,the Dark Magi,'PERSON',the dark magi,dark magi,,dark magi
81,the Corpse Emperor,'PERSON',the corpse emperor,Corpse-Emperor,,corpse-emperor
84,The Rubric of Ahriman,'PERSON',the rubric of ahriman,Rubric of Arhiman,,rubric of arhiman
88,Venomous Blade,'PERSON',venomous blade,Venom Blade,,venom blade
83,The Kabal of the Crimson Woe,'PERSON',the kabal of the crimson woe,Kabal of Crimson Woe,,kabal of crimson woe
97,Skra kalichaust,'PERSON',skra kalichaust,Skrakalichaust,,skrakalichaust
83,the  Veil Stars,'LOC',the veil stars,Veil Stars,,veil stars
89,Scorpion s,'PERSON',scorpion s,Scorpion,,scorpion
86,the Bakka Sector,'LOC',the bakka sector,Bakka Sector,,bakka sector
90,the  Gareox Prerogative,'ORG',the gareox prerogative,Gareox Prerogative,,gareox prerogative
90,Battle Fortresses,'ORG',battle fortresses,Battlefortress,,battlefortress
86,The Flaming Tomb,'LOC',the flaming tomb,Flaming Tomb,,flaming tomb
96,Psychomancers,'NORP',psychomancers,Psychomancer,,psychomancer
82,Saint Josmane s,'LOC',saint josmane s,Saint Josmanes Hope,,saint josmanes hope
83,Battlefleet Ranks,'ORG',battlefleet ranks,Battlefleet Coronus,,battlefleet coronus
86,the Bale Childer,'PERSON',the bale childer,Bale Childer,,bale childer
93,the Kabal of the White Sorrow,'ORG',the kabal of the white sorrow,Kabal of the White Sorrow,,kabal of the white sorrow
83,the  Belis Corona Sector,'LOC',the belis corona sector,Belis Corona Sub-Sector,,belis corona sub-sector
97,Kokabiel s Drop,'LOC',kokabiel s drop,Kokabiels Drop,,kokabiels drop
84,The Spheres of Expansion,'PERSON',the spheres of expansion,Second Sphere of Expansion,,second sphere of expansion
96,Nightshroud,'LOC',nightshroud,Night Shroud,,night shroud
82,tek Acanthrites,'PERSON',tek acanthrites,Canoptek Acanthrite,,canoptek acanthrite
96,Buzzer Squigs,'PERSON',buzzer squigs,Buzzer Squig,,buzzer squig
96,The  Scourge,'PERSON',the scourge,The Scourged,,the scourged
95,Boilerboyz,'PERSON',boilerboyz,Boilerboy,,boilerboy
92,Daemon Killa,'PERSON',daemon killa,Daemon-Killa,,daemon-killa
84,a  Sternguard Veteran Squad,'ORG',a sternguard veteran squad,Bladeguard Veteran Squad,,bladeguard veteran squad
87,the Arx Angelicum,'ORG',the arx angelicum,Arx Angelicum,,arx angelicum
98,Nemesis Dreadknight s,'ORG',nemesis dreadknight s,Nemesis Dreadknights,,nemesis dreadknights
83,a Devastator Centurion Squad,'ORG',a devastator centurion squad,Devastator Centurion,,devastator centurion
81,Land Raider s,'ORG',land raider s,Land Raider Spartan,,land raider spartan
90,Land Raider s,'ORG',land raider s,Land Raider Ares,,land raider ares
98,Venerable Land Raiders,'PERSON',venerable land raiders,Venerable Land Raider,,venerable land raider
84,The Pits of Voices,'PERSON',the pits of voices,Pit of Voices,,pit of voices
91,Xa ven,'PERSON',xa ven,Xaven,,xaven
85,Imperial Guardsmen Guardsman,'ORG',imperial guardsmen guardsman,Imperial Guard#Guardsmen,,imperial guard#guardsmen
83,the Tanith First and Only,'ORG',the tanith first and only,Tanith First-and-Only,,tanith first-and-only
92,Imperial  Assassin s.,'ORG',imperial assassin s.,Imperial Assassin,,imperial assassin
82,Mehlendri,'PERSON',mehlendri,MehLindi,,mehlindi
91,Shas la T au Sha ng,'PERSON',shas la t au sha ng,Shasla Tau Shang,,shasla tau shang
88,The Great Awakening,'PERSON',the great awakening,Great Awakening,,great awakening
83,Cleansing of Salinas,'PERSON',cleansing of salinas,Cleansing of Dulmalin,,cleansing of dulmalin
85,Halo of Darkness,'ORG',halo of darkness,Heart of Darkness,,heart of darkness
93,Aun El Shi Ores,'PERSON',aun el shi ores,AunEl ShiOres,,aunel shiores
87,XV25 Stealthsuit Teams,'ORG',xv25 stealthsuit teams,XV25 Stealthsuits,,xv25 stealthsuits
86,Imperial Guard s,'ORG',imperial guard s,Imperial Guard Sniper,,imperial guard sniper
82,Rorath rath,'PERSON',rorath rath,Robert Rath,,robert rath
85,Rokkitrangaz,'PERSON',rokkitrangaz,Rokkit Rangerz,,rokkit rangerz
81,the Warmaster of,'PERSON',the warmaster of,The Warmaster (Novel),,the warmaster (novel)
89,the  Ophidian Campaign,'ORG',the ophidian campaign,Ophidian Campaign,,ophidian campaign
91,Anhur,'ORG',anhur,Anshur,,anshur
93,Plethorapolites,'NORP',plethorapolites,Plethorapolis,,plethorapolis
86,Dal yth,'LOC',dal yth,Dal’yth,,dal’yth
88,Thunderhawk Co,'ORG',thunderhawk co,Thunderhawk Cannon,,thunderhawk cannon
86,The Aurelian Crusades,'ORG',the aurelian crusades,Aurelian Crusade,,aurelian crusade
88,Aun Ro Yr,'PERSON',aun ro yr,AunroYr,,aunroyr
89,Kalin,'PERSON',kalin,Kain,,kain
86,the Storm Wing Squadron s,'ORG',the storm wing squadron s,Storm Wing Squadron,,storm wing squadron
95,A  Kataphron Breacher,'PERSON',a kataphron breacher,Kataphron Breacher,,kataphron breacher
84,Kappic Eagles,'ORG',kappic eagles,55th Kappic Eagles,,55th kappic eagles
82,the Oruscar Dynasty,'ORG',the oruscar dynasty,Oruskar Dynasty,,oruskar dynasty
81,Battlefleet Gothic s,'ORG',battlefleet gothic s,Battlefleet Gothic Armada 2,,battlefleet gothic armada 2
89,The Beast of Solomon,'PERSON',the beast of solomon,Beast of Solomon,,beast of solomon
94,Sarr kell,'PERSON',sarr kell,Sarrkell,,sarrkell
81,the  Segmentum Solar,'LOC',the segmentum solar,Segmentum Sol,,segmentum sol
83,Battle of Kharlos II,'PERSON',battle of kharlos ii,Battle of Pharos,,battle of pharos
81,Ravenwing Attack Bike Squadron,'ORG',ravenwing attack bike squadron,Legion Attack Bike Squadron,,legion attack bike squadron
95,O Shaserra,'PERSON',o shaserra,OShaserra,,oshaserra
91,the Strategic Collective,'ORG',the strategic collective,Strategic Collective,,strategic collective
93,Brewboyz,'PERSON',brewboyz,Brewboy,,brewboy
92,Sumboyz   ,'PERSON',sumboyz,Sumboy,,sumboy
92,Yellerz,'PERSON',yellerz,Yeller,,yeller
82,Omega Garmon,'PERSON',omega garmon,Mega Armor,,mega armor
82,the Imperial Titans,'ORG',the imperial titans,Imperial_Titans,,imperial_titans
93,Imperial Robot s,'ORG',imperial robot s,Imperial Robot,,imperial robot
89,Redd da Warphead,'PERSON',redd da warphead,Big Redd Da Warphead,,big redd da warphead
83,Breath of Chaos,'PERSON',breath of chaos,Heart of Chaos,,heart of chaos
87,The Lord Deceiver,'PERSON',the lord deceiver,Lord Deceiver,,lord deceiver
86,The Lord Ravager,'PERSON',the lord ravager,Lord Ravager,,lord ravager
95,Slugga Boyz,'ORG',slugga boyz,Slugga Boy,,slugga boy
97,Athkor s Destroyers,'ORG',athkor s destroyers,Athkors Destroyers,,athkors destroyers
91,Oath Broken,'PERSON',oath broken,Oath-Broken,,oath-broken
81,the  Adeptus Titanicus,'ORG',the adeptus titanicus,Adeptus Titanica,,adeptus titanica
88,Stanisvor,'PERSON',stanisvor,Sanisor,,sanisor
88,The Lord Corruptor,'PERSON',the lord corruptor,Lord Corruptor,,lord corruptor
94,Dhar leth    ,'PERSON',dhar leth,Dharleth,,dharleth
94,Xyn Goran,'PERSON',xyn goran,XynGoran,,xyngoran
95,Voidmasters,'ORG',voidmasters,Voidmaster,,voidmaster
84,Shas’O Or’es’ka ’s,'PERSON',shas’o or’es’ka ’s,Shas’Or’es’Ka,,shas’or’es’ka
82,Traitor Iron Warriors,'ORG',traitor iron warriors,Triarch (Iron Warriors),,triarch (iron warriors)
82,Traitor Iron Warriors,'ORG',traitor iron warriors,Trident (Iron Warriors),,trident (iron warriors)
98,Abaddon the Despoiler s,'PERSON',abaddon the despoiler s,Abaddon the Despoilers,,abaddon the despoilers
88,the Daemon Hunters,'ORG',the daemon hunters,Daemon Hunters,,daemon hunters
88,Spear of Starlight,'PERSON',spear of starlight,Spear of Light,,spear of light
90,the  Einhyr Hearthguard,'ORG',the einhyr hearthguard,Einhyr Hearthguard,,einhyr hearthguard
82,Oathbound,'ORG',oathbound,Oathband,,oathband
89,Rone,'PERSON',rone,Roane,,roane
90,Any Aquilon Terminator,'PERSON',any aquilon terminator,Aquilon Terminator,,aquilon terminator
81,the  Fulmentarus Terminator Squad,'ORG',the fulmentarus terminator squad,Fulmentarus Terminator,,fulmentarus terminator
95,Atomantic Arc Reactor !,'ORG',atomantic arc reactor !,Atomantic Arc Reactor,,atomantic arc reactor
82,Venatari,'NORP',venatari,Venatoria,,venatoria
86,Legiones Secutarii,'ORG',legiones secutarii,Legiones Skitarii,,legiones skitarii
87,Rune Priest s,'PERSON',rune priest s,Runepriest,,runepriest
83,a Vanguard Eliminator Squad,'ORG',a vanguard eliminator squad,Vanguard Eliminator,,vanguard eliminator
82,Sunerisle,'LOC',sunerisle,Sunrifle,,sunrifle
85,Gate of Morkai,'PERSON',gate of morkai,Gaze of Mork,,gaze of mork
94,the  Brotherhood of the Palatine Blades,'ORG',the brotherhood of the palatine blades,Brotherhood of the Palatine Blades,,brotherhood of the palatine blades
84,the Athanaean Cult,'ORG',the athanaean cult,Athanean Cult,,athanean cult
93,Baleq Uthizaar  s,'PERSON',baleq uthizaar s,Baleq Uthizaar,,baleq uthizaar
93,Por la Vior la Kais uam,'PERSON',por la vior la kais uam,Porla Viorla Kaisuam,,porla viorla kaisuam
89,the  Merchant Fleet,'ORG',the merchant fleet,Tau Merchant Fleet,,tau merchant fleet
91,Tau va,'PERSON',tau va,Tauva,,tauva
96,a Great Cleaver of Khorne,'PERSON',a great cleaver of khorne,Great Cleaver of Khorne,,great cleaver of khorne
87,the Caducades Sea,'LOC',the caducades sea,Caducades Sea,,caducades sea
90,Brôkhyr Iron master s,'ORG',brôkhyr iron master s,Brôkhyr Iron-master,,brôkhyr iron-master
83,the Witch Hunters,'NORP',the witch hunters,Witchhunters,,witchhunters
88,the  Yndonesic Bloc,'ORG',the yndonesic bloc,Yndonesic Bloc,,yndonesic bloc
83,Rigellian  Imperial Guard,'ORG',rigellian imperial guard,Sergeant (Imperial Guard,,sergeant (imperial guard
96,Taurox Primes,'PERSON',taurox primes,Taurox Prime,,taurox prime
86,Betan Tygers,'PERSON',betan tygers,5th Betan Tygers,,5th betan tygers
88,Iotan Gorgonnes,'PERSON',iotan gorgonnes,9th Iotan Gorgonnes,,9th iotan gorgonnes
85,Alphic Dragons,'ORG',alphic dragons,14th Alphic Dragons,,14th alphic dragons
88,Thetoid Gryphonnes,'PERSON',thetoid gryphonnes,22nd Thetoid Gryphonnes,,22nd thetoid gryphonnes
83,Zetic Tygers,'PERSON',zetic tygers,29th Zetic Tygers,,29th zetic tygers
85,Thetoid Eagles,'ORG',thetoid eagles,32nd Thetoid Eagles,,32nd thetoid eagles
86,Deltic Phoenixes,'NORP',deltic phoenixes,33rd Deltic Phoenixes,,33rd deltic phoenixes
84,Zetan Falcons,'ORG',zetan falcons,33rd Zetan Falcons,,33rd zetan falcons
85,Betic Centaurs,'ORG',betic centaurs,34th Betic Centaurs,,34th betic centaurs
83,Psian Vipers,'ORG',psian vipers,34th Psian Vipers,,34th psian vipers
84,Iotan Dragons,'ORG',iotan dragons,43rd Iotan Dragons,,43rd iotan dragons
83,Psian Jakals,'PERSON',psian jakals,54th Psian Jakals,,54th psian jakals
