ratio,Spacy_entity,Spacy_tag,Spacy_clean_entities,Wiki_entity,Wiki_tag,Wiki_clean_entities
89,the  Cardinals Crimson,'ORG',the cardinals crimson,Cardinals Crimson,,cardinals crimson
92,a Heavy Weapons Squad,'ORG',a heavy weapons squad,Heavy Weapon Squad,,heavy weapon squad
88,the Heavy Weapon Squads,'ORG',the heavy weapon squads,Heavy Weapon Squad,,heavy weapon squad
90,Heavy Weapons Squad s.,'ORG',heavy weapons squad s.,Heavy Weapon Squad,,heavy weapon squad
95,Heavy Weapon Squad s,'ORG',heavy weapon squad s,Heavy Weapon Squad,,heavy weapon squad
84,Heavy Weapons,'ORG',heavy weapons,Heavy Weapon Squad,,heavy weapon squad
95,Heavy Weapons Squads,'ORG',heavy weapons squads,Heavy Weapon Squad,,heavy weapon squad
81,a Leman Russ Vanquisher,'PERSON',a leman russ vanquisher,Leman Russ Punisher,,leman russ punisher
86,Imperial Guard Regiments,'ORG',imperial guard regiments,List of Imperial Guard Regiments,,list of imperial guard regiments
87,this Imperial Guard Regiment,'ORG',this imperial guard regiment,List of Imperial Guard Regiments,,list of imperial guard regiments
85,the Imperial Guard Regiment s,'ORG',the imperial guard regiment s,List of Imperial Guard Regiments,,list of imperial guard regiments
87,the Imperial Guard Regiments,'ORG',the imperial guard regiments,List of Imperial Guard Regiments,,list of imperial guard regiments
83,an Imperial Guard Regiment s,'ORG',an imperial guard regiment s,List of Imperial Guard Regiments,,list of imperial guard regiments
84,Imperial Guard Regiment,'ORG',imperial guard regiment,List of Imperial Guard Regiments,,list of imperial guard regiments
83,Cadian Imperial Guard Regiments,'ORG',cadian imperial guard regiments,List of Imperial Guard Regiments,,list of imperial guard regiments
81,Tallarn Imperial Guard Regiments,'ORG',tallarn imperial guard regiments,List of Imperial Guard Regiments,,list of imperial guard regiments
82,Al rahem s,'PERSON',al rahem s,Alrahem,,alrahem
93,Al rahem,'PERSON',al rahem,Alrahem,,alrahem
84,13th Penal Legion Last Chancers,'ORG',13th penal legion last chancers,13th_Penal_Legion_(Last_Chancers),,13th_penal_legion_(last_chancers)
83,an Astra Militarum Regiment,'ORG',an astra militarum regiment,List of Astra Militarum Regiments,,list of astra militarum regiments
86,Astra Militarum Regiments,'ORG',astra militarum regiments,List of Astra Militarum Regiments,,list of astra militarum regiments
83,Cadian Astra Militarum Regiments,'ORG',cadian astra militarum regiments,List of Astra Militarum Regiments,,list of astra militarum regiments
97,Winterscale s Realm,'ORG',winterscale s realm,Winterscales Realm,,winterscales realm
96,Explorator Fleet KX 557.V,'ORG',explorator fleet kx 557.v,Explorator Fleet KX-557.V,,explorator fleet kx-557.v
88,the Sarnekh Dynasty,'ORG',the sarnekh dynasty,Sarnekh Dynasty,,sarnekh dynasty
83,Hyrekh Dynasty,'ORG',hyrekh dynasty,Sarnekh Dynasty,,sarnekh dynasty
83,Sautek Dynasty,'ORG',sautek dynasty,Sarnekh Dynasty,,sarnekh dynasty
81,The World Engine,'ORG',the world engine,Worldengine,,worldengine
88,the Oruscar Dynasty,'ORG',the oruscar dynasty,Oruscar Dynasty,,oruscar dynasty
87,the  Urani Surtr Regulates,'ORG',the urani surtr regulates,Urani-Surtr Regulates,,urani-surtr regulates
83,Hollow Worlds,'LOC',hollow worlds,Hold Worlds,,hold worlds
83,the Old World,'LOC',the old world,Hold Worlds,,hold worlds
89,the Celestial Orrery,'LOC',the celestial orrery,Celestial Orrery,,celestial orrery
97,Talisman of Vaul,'PERSON',talisman of vaul,Talismans of Vaul,,talismans of vaul
89,the Talismans of Vaul,'PERSON',the talismans of vaul,Talismans of Vaul,,talismans of vaul
82,the  Noctis Labyrinthus,'LOC',the noctis labyrinthus,Noctis Labrynthus,,noctis labrynthus
89,the Noctis Labrynthus,'LOC',the noctis labrynthus,Noctis Labrynthus,,noctis labrynthus
98,Iash uddra the Endless Swarm,'PERSON',iash uddra the endless swarm,Iashuddra the Endless Swarm,,iashuddra the endless swarm
94,Og driada,'PERSON',og driada,Ogdriada,,ogdriada
86,the  Chapter,'PERSON',the chapter,the Shaper,,the shaper
84,the  Spear,'PERSON',the spear,the Shaper,,the shaper
86,a Dispersion Field,'LOC',a dispersion field,Dispersion Shield,,dispersion shield
81,the Dispersion Field,'LOC',the dispersion field,Dispersion Shield,,dispersion shield
83,the Caradryad Sector,'LOC',the caradryad sector,Caradryan Sector,,caradryan sector
89,the  Caradryan Sector,'LOC',the caradryan sector,Caradryan Sector,,caradryan sector
81,Magos Mattias Kefra,'PERSON',magos mattias kefra,Mattias Kefra,,mattias kefra
88,the  Death Stalkers,'ORG',the death stalkers,Death Stalkers,,death stalkers
90,the Five Hundred Worlds,'ORG',the five hundred worlds,Five Hundred Worlds,,five hundred worlds
98,Armageddon Hive Militia,'ORG',armageddon hive militia,Armageddon Hive Milita,,armageddon hive milita
85,Sea of Stars,'LOC',sea of stars,Staff of Stars,,staff of stars
88,the  Khenisi Dynasty,'ORG',the khenisi dynasty,Khenisi Dynasty,,khenisi dynasty
86,the Machina Opus,'ORG',the machina opus,Machina Opus,,machina opus
92,Forge Wright,'PERSON',forge wright,Forge-Wright,,forge-wright
88,Forge Wrights,'PERSON',forge wrights,Forge-Wright,,forge-wright
82,Pax Mortis,'PERSON',pax mortis,Axe Mortalis,,axe mortalis
81,a  Zone Mortalis,'LOC',a zone mortalis,Axe Mortalis,,axe mortalis
81,Kaptin  Dakbad Flamegut,'PERSON',kaptin dakbad flamegut,Dakbad Flamegut,,dakbad flamegut
89,Deis,'PERSON',deis,Degis,,degis
82,Scorpion s,'PERSON',scorpion s,Scorpionfish,,scorpionfish
86,Scorpions,'ORG',scorpions,Scorpionfish,,scorpionfish
83,Hive Fleet s,'ORG',hive fleet s,Hive Fleet Medusa,,hive fleet medusa
83,Hive Fleet s,'ORG',hive fleet s,Hive Fleet Scylla,,hive fleet scylla
84,The Aurelian Crusades,'ORG',the aurelian crusades,First Aurelian Crusade,,first aurelian crusade
86,the Aurelian Crusade,'ORG',the aurelian crusade,First Aurelian Crusade,,first aurelian crusade
81,the Perlian Sector,'LOC',the perlian sector,Helican Sector,,helican sector
83,the Inca Sector,'LOC',the inca sector,Helican Sector,,helican sector
88,the  Helican Sector,'LOC',the helican sector,Helican Sector,,helican sector
84,the  Helica Sector,'LOC',the helica sector,Helican Sector,,helican sector
87,the Tiamet System,'LOC',the tiamet system,Tiamet System,,tiamet system
81,The Tiamet System s,'LOC',the tiamet system s,Tiamet System,,tiamet system
83,Hive Fleet s,'ORG',hive fleet s,Hive Fleet Kronos,,hive fleet kronos
83,Hive Fleet s,'ORG',hive fleet s,Hive Fleet Locust,,hive fleet locust
83,The Raven s Watch,'ORG',the raven s watch,Ravens Watch,,ravens watch
96,Raven s Watch,'ORG',raven s watch,Ravens Watch,,ravens watch
81,Makenna Sector,'ORG',makenna sector,Athena Sector,,athena sector
86,the Inca Sector,'LOC',the inca sector,Athena Sector,,athena sector
87,the  Athena Sector,'LOC',the athena sector,Athena Sector,,athena sector
82,Alpha Primus,'ORG',alpha primus,Alpharius1,,alpharius1
97,Myrmidon Secutors,'PERSON',myrmidon secutors,Myrmidon Secutor,,myrmidon secutor
86,The Myrmidon Secutors,'ORG',the myrmidon secutors,Myrmidon Secutor,,myrmidon secutor
88,Haddracki,'PERSON',haddracki,Haddrak,,haddrak
86,Shadrak,'PERSON',shadrak,Haddrak,,haddrak
83,Harak,'PERSON',harak,Haddrak,,haddrak
86,Chapter Masters,'ORG',chapter masters,Chapter serfs,,chapter serfs
82,Chapter s,'ORG',chapter s,Chapter serfs,,chapter serfs
96,Chapter Serf s,'ORG',chapter serf s,Chapter serfs,,chapter serfs
84,the  Chapter Serf s,'ORG',the chapter serf s,Chapter serfs,,chapter serfs
84,Chapter Serf Serfs  ,'ORG',chapter serf serfs,Chapter serfs,,chapter serfs
88,the Collegia Exterminatus,'ORG',the collegia exterminatus,Collegiate Exterminatus,,collegiate exterminatus
92,the  Collegiate Exterminatus,'ORG',the collegiate exterminatus,Collegiate Exterminatus,,collegiate exterminatus
81,The 441st Regiment,'ORG',the 441st regiment,Tanith 1st Regiment,,tanith 1st regiment
90,the  Tanith 1st Regiment,'ORG',the tanith 1st regiment,Tanith 1st Regiment,,tanith 1st regiment
86,the Tanith 1st Regiment s,'ORG',the tanith 1st regiment s,Tanith 1st Regiment,,tanith 1st regiment
88,Tanith Regiment,'ORG',tanith regiment,Tanith 1st Regiment,,tanith 1st regiment
81,the 331st Regiment,'ORG',the 331st regiment,Tanith 1st Regiment,,tanith 1st regiment
81,the 261st Regiment,'ORG',the 261st regiment,Tanith 1st Regiment,,tanith 1st regiment
81,the 101st Regiment,'ORG',the 101st regiment,Tanith 1st Regiment,,tanith 1st regiment
98,The Spectral Curse\u200e,'ORG',the spectral curse\u200e,The Spectral Curseu200e,,the spectral curseu200e
86,Battle of the White Mountain,'PERSON',battle of the white mountain,Battle of the Whisperhead Mountains,,battle of the whisperhead mountains
83,the Whisperhead Mountains,'LOC',the whisperhead mountains,Battle of the Whisperhead Mountains,,battle of the whisperhead mountains
83,Forge Wright,'PERSON',forge wright,forgewrought,,forgewrought
85,the   Talon of Horus,'PERSON',the  talon of horus,Talon of Horus,,talon of horus
81,Fall of Horus,'PERSON',fall of horus,Talon of Horus,,talon of horus
88,the  Talon of Horus,'PERSON',the talon of horus,Talon of Horus,,talon of horus
84,Legion Deathstorm Drop Pod,'ORG',legion deathstorm drop pod,Deathstorm Drop Pod,,deathstorm drop pod
88,Krash Kapsuls,'PERSON',krash kapsuls,Krash-Kapsul,,krash-kapsul
81,the Missionaria Galaxia,'ORG',the missionaria galaxia,Missionarus Galaxia,,missionarus galaxia
90,the  Missionarus Galaxia,'ORG',the missionarus galaxia,Missionarus Galaxia,,missionarus galaxia
95,Missionarus Galaxia  s,'PERSON',missionarus galaxia s,Missionarus Galaxia,,missionarus galaxia
88,the   Missionarus Galaxia,'ORG',the  missionarus galaxia,Missionarus Galaxia,,missionarus galaxia
88,the  Missionarius Galaxia,'ORG',the missionarius galaxia,Missionarus Galaxia,,missionarus galaxia
86,the Missionarious Galaxia,'ORG',the missionarious galaxia,Missionarus Galaxia,,missionarus galaxia
92,Arch Militant,'PERSON',arch militant,Arch-Militant,,arch-militant
91,Voidmasters,'ORG',voidmasters,Void-master,,void-master
94,Aza gorod,'PERSON',aza gorod,Azagorod,,azagorod
81,the Night Runner,'PERSON',the night runner,the Nightbringer,,the nightbringer
96,Tyrant Claw,'PERSON',tyrant claw,Tyrants Claw,,tyrants claw
92,Yu Vath,'PERSON',yu vath,YuVath,,yuvath
83,Arioch Power,'PERSON',arioch power,Arioch Power Fist,,arioch power fist
94,the  Space Wolves Thirteenth Company,'ORG',the space wolves thirteenth company,Space Wolves Thirteenth Company,,space wolves thirteenth company
81,Space Wolves 13th Great Company,'ORG',space wolves 13th great company,Space Wolves Thirteenth Company,,space wolves thirteenth company
90,the Finreht Highlanders,'ORG',the finreht highlanders,Finreht Highlanders,,finreht highlanders
88,The   Finreht Highlanders,'ORG',the  finreht highlanders,Finreht Highlanders,,finreht highlanders
94,Mordant Acid Dogs,'ORG',mordant acid dogs,Mordant Acid-Dogs,,mordant acid-dogs
82,The   Mordant Acid Dogs,'ORG',the  mordant acid dogs,Mordant Acid-Dogs,,mordant acid-dogs
84,The Mordant Acid Dogs,'ORG',the mordant acid dogs,Mordant Acid-Dogs,,mordant acid-dogs
82,13th Mordant Acid Dogs,'ORG',13th mordant acid dogs,Mordant Acid-Dogs,,mordant acid-dogs
82,12th Mordant Acid Dogs,'ORG',12th mordant acid dogs,Mordant Acid-Dogs,,mordant acid-dogs
91,Imperial Saint  ces,'PERSON',imperial saint ces,Imperial Saints,,imperial saints
88,an Imperial Saint,'PERSON',an imperial saint,Imperial Saints,,imperial saints
83,Imperial Faith,'ORG',imperial faith,Imperial Saints,,imperial saints
95,a Praecentor of Penance,'PERSON',a praecentor of penance,Praecentor of Penance,,praecentor of penance
84,the  Jericho Maw Warp Gate,'LOC',the jericho maw warp gate,Jericho-Maw Warpgate,,jericho-maw warpgate
92,Shas la,'PERSON',shas la,shasla,,shasla
83,Shalas,'PERSON',shalas,shasla,,shasla
86,Continental,'NORP',continental,contingent,,contingent
91,Es Tau    ,'LOC',es tau,Estau,,estau
81,Shas la Kais,'PERSON',shas la kais,Shasla Tau Kais,,shasla tau kais
94,Shas la T au Kais,'PERSON',shas la t au kais,Shasla Tau Kais,,shasla tau kais
81,Shas ui Kais,'PERSON',shas ui kais,Shasla Tau Kais,,shasla tau kais
89,T ros,'LOC',t ros,Tros,,tros
89,Teros,'PERSON',teros,Tros,,tros
89,Trost,'PERSON',trost,Tros,,tros
89,Trosk,'LOC',trosk,Tros,,tros
92,Aun Vre,'PERSON',aun vre,AunVre,,aunvre
88,Vectori,'NORP',vectori,vectorium,,vectorium
95,Vectoriums,'ORG',vectoriums,vectorium,,vectorium
91,The  Order of the Argent Shroud,'ORG',the order of the argent shroud,Order of the Agent Shroud,,order of the agent shroud
82,Order of the Silver Shroud,'ORG',order of the silver shroud,Order of the Agent Shroud,,order of the agent shroud
93,the  Order of the Agent Shroud,'ORG',the order of the agent shroud,Order of the Agent Shroud,,order of the agent shroud
85,Priory of the Argent Shroud,'PERSON',priory of the argent shroud,Order of the Agent Shroud,,order of the agent shroud
86,Nev,'PERSON',nev,Neva,,neva
89,Nerva,'PERSON',nerva,Neva,,neva
93,the  Order of the Piercing Thorn,'ORG',the order of the piercing thorn,Order of the Piercing Thorn,,order of the piercing thorn
89,Mora,'LOC',mora,Moray,,moray
94,Cyclonic Torpedo es,'PERSON',cyclonic torpedo es,Cyconic Torpedoes,,cyconic torpedoes
93,Beta Garmon II,'LOC',beta garmon ii,Beta-Garmon II,,beta-garmon ii
90,Beta Garmon III,'LOC',beta garmon iii,Beta-Garmon II,,beta-garmon ii
81,Beta Garmon s,'PERSON',beta garmon s,Beta-Garmon II,,beta-garmon ii
92,Atar Planitia,'LOC',atar planitia,Atar-Planitia,,atar-planitia
88,the  Col Khak Collective,'ORG',the col khak collective,ColKhak Collective,,colkhak collective
86,the  Opus Machina,'ORG',the opus machina,Opus Machina,,opus machina
83,the Shedim Drifts,'ORG',the shedim drifts,War in the Shedim Drifts,,war in the shedim drifts
83,House Arcadius,'ORG',house arcadius,House Arx Canis,,house arx canis
84,House Ko,'ORG',house ko,House Konor,,house konor
84,Chaos Space Marines,'NORP',chaos space marines,Chaos Space Marine Biker,,chaos space marine biker
82,a Chaos Space Marine,'NORP',a chaos space marine,Chaos Space Marine Biker,,chaos space marine biker
86,Space Marine Biker,'ORG',space marine biker,Chaos Space Marine Biker,,chaos space marine biker
86,Chaos Space Marine s,'ORG',chaos space marine s,Chaos Space Marine Biker,,chaos space marine biker
98,Chaos Space Marine Bikers,'ORG',chaos space marine bikers,Chaos Space Marine Biker,,chaos space marine biker
83,a Chaos Space Marine s,'PERSON',a chaos space marine s,Chaos Space Marine Biker,,chaos space marine biker
83,the Black Knights,'ORG',the black knights,Black Knight,,black knight
96,Black Knights,'NORP',black knights,Black Knight,,black knight
86,the Black Knight,'PERSON',the black knight,Black Knight,,black knight
89,the  Celestine Crusade,'ORG',the celestine crusade,Celestine Crusade,,celestine crusade
82,Macharian,'NORP',macharian,Macharian PDF,,macharian pdf
88,Torment,'ORG',torment,Tormentor,,tormentor
97,Salvation’s Reach,'ORG',salvation’s reach,Salvations Reach,,salvations reach
84,the Thousand Sons Raptora Cult,'ORG',the thousand sons raptora cult,Cults of the Thousand Sons#Raptora Cult,,cults of the thousand sons#raptora cult
89,the  Spear of Telesto,'PERSON',the spear of telesto,Spear of Telesto,,spear of telesto
86,the   Spear of Telesto,'PERSON',the  spear of telesto,Spear of Telesto,,spear of telesto
92,the  First Sphere Expansion,'ORG',the first sphere expansion,First Sphere Expansion,,first sphere expansion
86,Shas la,'PERSON',shas la,Shas’la,,shas’la
92,the Second Sphere Expansion,'ORG',the second sphere expansion,Second Sphere Expansion,,second sphere expansion
87,Second Sphere Expansion Second,'ORG',second sphere expansion second,Second Sphere Expansion,,second sphere expansion
89,the Jade Knife Kabal,'PERSON',the jade knife kabal,Jade Knife Kabal,,jade knife kabal
97,Jade Knife   Kabal,'PERSON',jade knife  kabal,Jade Knife Kabal,,jade knife kabal
89,Fyreheart,'ORG',fyreheart,Fireheart,,fireheart
84,Forgeheart,'PERSON',forgeheart,Fireheart,,fireheart
81,Asuryani  Farseer,'PERSON',asuryani farseer,Asuryani Wargear,,asuryani wargear
86,the  Asuryani Outcasts,'NORP',the asuryani outcasts,Asuryani Outcast,,asuryani outcast
89,the Bards of Twilight,'PERSON',the bards of twilight,Bards of Twilight,,bards of twilight
89,the  Steeleye Reavers,'ORG',the steeleye reavers,Steeleye Reavers,,steeleye reavers
81,Black Library s,'ORG',black library s,Black Library of Chaos,,black library of chaos
92,The  Black Library of Chaos,'ORG',the black library of chaos,Black Library of Chaos,,black library of chaos
89,Il Kaithe,'PERSON',il kaithe,Il-Kaithe,,il-kaithe
93,the Masque of the Twisted Path,'ORG',the masque of the twisted path,Masque of the Twisted Path,,masque of the twisted path
93,Lu Nasad,'PERSON',lu nasad,LuNasad,,lunasad
82,Lu Nasad s,'PERSON',lu nasad s,LuNasad,,lunasad
81,Engine of War,'PERSON',engine of war,Engine of Vaul,,engine of vaul
97,Tliensic D raque,'PERSON',tliensic d raque,Tliensic Draque,,tliensic draque
92,Aur Ilithain,'LOC',aur ilithain,Aur-Ilithain,,aur-ilithain
83,Sternshield,'PERSON',sternshield,Scattershield,,scattershield
88,An  Agamatus Jetbike Squadron,'ORG',an agamatus jetbike squadron,Agamatus Jetbike Squad,,agamatus jetbike squad
88,the  Agamatus Jetbike Squad s,'ORG',the agamatus jetbike squad s,Agamatus Jetbike Squad,,agamatus jetbike squad
87,the  Golden Keshig,'ORG',the golden keshig,Golden Keshig,,golden keshig
87,the  Silent Furies,'ORG',the silent furies,Silent Furies,,silent furies
83,Silent Fury,'PERSON',silent fury,Silent Furies,,silent furies
83,Evarta,'PERSON',evarta,MVarta,,mvarta
88,Combi Bolter,'PERSON',combi bolter,Combi-bolters,,combi-bolters
97,Balthazar Ho’Tsun,'PERSON',balthazar ho’tsun,Balthazar HoTsun,,balthazar hotsun
97,Balthazar Ho Tsun,'PERSON',balthazar ho tsun,Balthazar HoTsun,,balthazar hotsun
89,the  Formidyre System,'LOC',the formidyre system,Formidyre System,,formidyre system
81,the False Whisper,'PERSON',the false whisper,Sektoth the False Whisper,,sektoth the false whisper
96,Apollyon Maestrich Nova,'PERSON',apollyon maestrich nova,Apollyon Maestrich-Nova,,apollyon maestrich-nova
87,The Villiad Collective,'ORG',the villiad collective,Viliad Collective,,viliad collective
97,Villiad Collective,'ORG',villiad collective,Viliad Collective,,viliad collective
85,the  Pax Veritas,'ORG',the pax veritas,Pax Veritas,,pax veritas
83,Khora,'NORP',khora,Khornax,,khornax
82,Gaulemort,'PERSON',gaulemort,Galdemor,,galdemor
95,Fracture of Biel Tan,'PERSON',fracture of biel tan,Fracture of Biel-Tan,,fracture of biel-tan
86,The  Fracture of Biel Tan,'PERSON',the fracture of biel tan,Fracture of Biel-Tan,,fracture of biel-tan
82,Ghorgoth,'PERSON',ghorgoth,Gholdroth,,gholdroth
86,The Crowns of Excess,'PERSON',the crowns of excess,Crown of Excess,,crown of excess
85,Glory of the Emperor,'PERSON',glory of the emperor,Sword of the Emperor,,sword of the emperor
89,the  Swords of the Emperor,'ORG',the swords of the emperor,Sword of the Emperor,,sword of the emperor
82,Rise of the  Emperor,'PERSON',rise of the emperor,Sword of the Emperor,,sword of the emperor
89,s of the Emperor,'ORG',s of the emperor,Sword of the Emperor,,sword of the emperor
87,Sons of the Emperor,'ORG',sons of the emperor,Sword of the Emperor,,sword of the emperor
88,the  Forge of Souls,'ORG',the forge of souls,Forge of Souls,,forge of souls
84,Alexander,'PERSON',alexander,Alexandrum,,alexandrum
96,a  Blood Throne of Khorne,'LOC',a blood throne of khorne,Blood Throne of Khorne,,blood throne of khorne
95,Sloppity Bilepiper s,'PERSON',sloppity bilepiper s,Sloppity Bilepiper,,sloppity bilepiper
90,a Sloppity Bilepiper s,'PERSON',a sloppity bilepiper s,Sloppity Bilepiper,,sloppity bilepiper
83,Forge of Nightmares,'ORG',forge of nightmares,War of Nightmares,,war of nightmares
88,the  Cruor Praetoria,'ORG',the cruor praetoria,Cruor Praetoria,,cruor praetoria
82,Fellclaw,'PERSON',fellclaw,Hell Claw,,hell claw
86,Hydraphuran,'NORP',hydraphuran,Hydraphant,,hydraphant
95,Nemesis Dreadknight s,'ORG',nemesis dreadknight s,Nemesis Dreadknight,,nemesis dreadknight
81,Ultramarines Honour Guard,'ORG',ultramarines honour guard,Ultramarines Honour Company,,ultramarines honour company
85,Ultramarines  34th Company,'ORG',ultramarines 34th company,Ultramarines Honour Company,,ultramarines honour company
83,Ultramarines 2nd Company 2,'ORG',ultramarines 2nd company 2,Ultramarines Honour Company,,ultramarines honour company
93,The Ultramarines Honour Company,'ORG',the ultramarines honour company,Ultramarines Honour Company,,ultramarines honour company
83,Ultramarines 3rd Company s,'ORG',ultramarines 3rd company s,Ultramarines Honour Company,,ultramarines honour company
84,the  Bloodthirster,'PERSON',the bloodthirster,Blood Thirster,,blood thirster
90,Bloodthirster s,'PERSON',bloodthirster s,Blood Thirster,,blood thirster
93,Blood Thirster s,'ORG',blood thirster s,Blood Thirster,,blood thirster
91,a Daemon Primarch,'PERSON',a daemon primarch,Daemon Primarchs,,daemon primarchs
86,the Daemon Primarch,'PERSON',the daemon primarch,Daemon Primarchs,,daemon primarchs
97,Daemon Primarch s,'PERSON',daemon primarch s,Daemon Primarchs,,daemon primarchs
82,Daemon Primarch   Magnus,'PERSON',daemon primarch  magnus,Daemon Primarchs,,daemon primarchs
94,Daemon   Primarch,'PERSON',daemon  primarch,Daemon Primarchs,,daemon primarchs
86,the Daemon Primarch s,'PERSON',the daemon primarch s,Daemon Primarchs,,daemon primarchs
84,the Leman Russ,'PERSON',the leman russ,Looted Leman Russ,,looted leman russ
87,Volkite Culverine,'PERSON',volkite culverine,Volkite Demi-Culverine,,volkite demi-culverine
83,Volkite Culverin es,'PERSON',volkite culverin es,Volkite Demi-Culverine,,volkite demi-culverine
84,The Blade,'PERSON',the blade,Hell Blade,,hell blade
95,Hell Blades,'PERSON',hell blades,Hell Blade,,hell blade
81,a Mechanicum  ,'ORG',a mechanicum,Cant Mechanicus,,cant mechanicus
88,the  Cant Mechanicus,'ORG',the cant mechanicus,Cant Mechanicus,,cant mechanicus
82,Calixian Mechanicus,'PERSON',calixian mechanicus,Cant Mechanicus,,cant mechanicus
83,non Mechanicus,'NORP',non mechanicus,Cant Mechanicus,,cant mechanicus
81,the  Lingua Technis,'ORG',the lingua technis,Lingua-technis,,lingua-technis
88,the  Scalland Sector,'LOC',the scalland sector,Scalland Sector,,scalland sector
90,Scyllan Sector,'LOC',scyllan sector,Scalland Sector,,scalland sector
93,Noxious Blightbringer s.,'PERSON',noxious blightbringer s.,Noxious Blightbringer,,noxious blightbringer
82,Black Cull,'ORG',black cull,Black Skulls,,black skulls
81,The Black Skull,'PERSON',the black skull,Black Skulls,,black skulls
83,The Black Skull s,'PERSON',the black skull s,Black Skulls,,black skulls
86,the Black Skulls,'ORG',the black skulls,Black Skulls,,black skulls
88,the  Geno Two Five Chilliad,'ORG',the geno two five chilliad,Geno Two-Five Chilliad,,geno two-five chilliad
97,Archite Palatine,'NORP',archite palatine,Archite Palatines,,archite palatines
89,the  Archite Palatines,'ORG',the archite palatines,Archite Palatines,,archite palatines
86,Battle of Armatura,'PERSON',battle of armatura,Battle of Paramar,,battle of paramar
94,Il porrui  ,'ORG',il porrui,IlPorrui,,ilporrui
88,T au Dreadnought Close Combat Weapons,'PERSON',t au dreadnought close combat weapons,Dreadnought Close-Combat Weapon,,dreadnought close-combat weapon
83,Blood Trials  ,'ORG',blood trials,Blood Talons,,blood talons
91,the  Magdan Orbital Construct,'ORG',the magdan orbital construct,Magadan Orbital Construct,,magadan orbital construct
89,the Unspeakable King,'PERSON',the unspeakable king,Unspeakable King,,unspeakable king
85,the Great Tithe,'LOC',the great tithe,Great Tithe,,great tithe
92,the  Magdan Orbital Construct,'ORG',the magdan orbital construct,Magdan Orbital Construct,,magdan orbital construct
94,the  Indomitus Crusade Third Fleet,'ORG',the indomitus crusade third fleet,Indomitus Crusade Third Fleet,,indomitus crusade third fleet
82,the  Indomitus Crusade Fleet,'ORG',the indomitus crusade fleet,Indomitus Crusade Third Fleet,,indomitus crusade third fleet
82,any Indomitus Crusade Fleet,'ORG',any indomitus crusade fleet,Indomitus Crusade Third Fleet,,indomitus crusade third fleet
88,Indomitus Crusade Fleet,'ORG',indomitus crusade fleet,Indomitus Crusade Third Fleet,,indomitus crusade third fleet
81,the Indomitus Crusade Fleets,'ORG',the indomitus crusade fleets,Indomitus Crusade Third Fleet,,indomitus crusade third fleet
81,the Witch Seeker,'PERSON',the witch seeker,Witchseeker,,witchseeker
83,The Knight Commander,'PERSON',the knight commander,Knight-Commander,,knight-commander
94,Knight Commander,'ORG',knight commander,Knight-Commander,,knight-commander
81,Paragon Bolter,'PERSON',paragon bolter,Paragon Blade,,paragon blade
98,Chamber of Vigilance Sisters of Silence,'ORG',chamber of vigilance sisters of silence,Chamber of Vigilance (Sisters of Silence),,chamber of vigilance (sisters of silence)
91,an Oblivion Knight,'PERSON',an oblivion knight,Oblivion Knight,,oblivion knight
86,the Oblivion Knights,'ORG',the oblivion knights,Oblivion Knight,,oblivion knight
93,a  Raptora Cadre,'ORG',a raptora cadre,Raptora Cadre,,raptora cadre
84,Gladiator Cadre,'ORG',gladiator cadre,Eradicator cadre,,eradicator cadre
82,Proctor,'PERSON',proctor,Prosecutor,,prosecutor
92,A Null Maiden,'PERSON',a null maiden,Null Maiden,,null maiden
81,the Null Maidens,'NORP',the null maidens,Null Maiden,,null maiden
89,The  Sanctioner Cadre,'ORG',the sanctioner cadre,Sanctioner Cadre,,sanctioner cadre
82,the  Sisters of Silence,'ORG',the sisters of silence,Seeker (Sisters of Silence),,seeker (sisters of silence)
83,Telion,'PERSON',telion,Talion,,talion
83,Tarion,'LOC',tarion,Talion,,talion
83,Stalin,'PERSON',stalin,Talion,,talion
92,Thalion,'PERSON',thalion,Talion,,talion
84,the Master of Mankind,'PERSON',the master of mankind,The Master of Mankind (Novel),,the master of mankind (novel)
85,the Master of Mankind s,'PERSON',the master of mankind s,The Master of Mankind (Novel),,the master of mankind (novel)
89,the  Luna Wolves Sons of Horus,'ORG',the luna wolves sons of horus,Luna Wolves (Sons of Horus),,luna wolves (sons of horus)
82,a  Luna Wolves Sons of Horus Legion,'ORG',a luna wolves sons of horus legion,Luna Wolves (Sons of Horus),,luna wolves (sons of horus)
81,the Warp Spiders,'PERSON',the warp spiders,Warp Spider,,warp spider
82,War Strider,'PERSON',war strider,Warp Spider,,warp spider
84,Dharkalon,'PERSON',dharkalon,Dark Talon,,dark talon
91,a  Dark Talon,'PERSON',a dark talon,Dark Talon,,dark talon
89,the Host of the Void,'PERSON',the host of the void,Host of the Void,,host of the void
85,Heart of the Void,'PERSON',heart of the void,Host of the Void,,host of the void
88,Slaughter,'PERSON',slaughter,Slaught,,slaught
89,the Paternoval Envoy,'PERSON',the paternoval envoy,Paternoval Envoy,,paternoval envoy
82,A Company Captain,'PERSON',a company captain,Death Company Chaplain,,death company chaplain
82,Company Chaplains,'ORG',company chaplains,Death Company Chaplain,,death company chaplain
81,the Company Champion,'PERSON',the company champion,Death Company Chaplain,,death company chaplain
83,the  Adeptus Astra Telepathica  s,'ORG',the adeptus astra telepathica s,Master of the Adeptus Astra Telepathica,,master of the adeptus astra telepathica
