Spacy_entity,Spacy_tag,clean_entities,Wiki_entity,Wiki_tag
Legion Tactical Squad,'ORG',legion tactical squad,Legion Tactical Squad,
Standard Bearer  ,'ORG',standard bearer,Standard Bearer,
Nihilan,'PERSON',nihilan,Nihilan,
Igniax,'PERSON',igniax,Igniax,
Salamanders 5th Company,'ORG',salamanders 5th company,Salamanders 5th Company,
Usabius,'PERSON',usabius,Usabius,
Rastan,'PERSON',rastan,Rastan,
Digital Weapons,'ORG',digital weapons,Digital Weapons,
Dragon Warriors,'ORG',dragon warriors,Dragon Warriors,
Legion Terminator Squad,'ORG',legion terminator squad,Legion Terminator Squad,
Scout Bike,'ORG',scout bike,Scout Bike,
Master of Rites,'ORG',master of rites,Master of Rites,
Land Speeder Storm,'ORG',land speeder storm,Land Speeder Storm,
Rhino,'ORG',rhino,Rhino,
Harath Shen,'ORG',harath shen,Harath Shen,
Assault Squads,'ORG',assault squads,Assault Squads,
Ushorak,'PERSON',ushorak,Ushorak,
Malig Laestygon,'PERSON',malig laestygon,Malig Laestygon,
Rahz Obek,'PERSON',rahz obek,Rahz Obek,
Cadre,'ORG',cadre,cadre,
Void Shield,'LOC',void shield,Void Shield,
Pyriel,'PERSON',pyriel,Pyriel,
Benediction,'PERSON',benediction,Benediction,
Fugis,'PERSON',fugis,Fugis,
Atesh Tarsa,'PERSON',atesh tarsa,Atesh Tarsa,
Adamantine,'NORP',adamantine,adamantine,
Termite,'LOC',termite,Termite,
Spear of Vulkan,'PERSON',spear of vulkan,Spear of Vulkan,
Pyre Warden,'PERSON',pyre warden,Pyre Warden,
Phaeria,'LOC',phaeria,Phaeria,
Promethean Cult,'ORG',promethean cult,Promethean Cult,
Lion Warriors,'ORG',lion warriors,Lion Warriors,
Namatoria,'LOC',namatoria,Namatoria,
Gruk,'PERSON',gruk,Gruk,
Blood Trinity,'ORG',blood trinity,Blood Trinity,
Quist,'PERSON',quist,Quist,
Forge Master,'PERSON',forge master,Forge Master,
Mark X,'PERSON',mark x,Mark X,
Legio Titanica,'ORG',legio titanica,Legio Titanica,
Velayne Ramaeus,'PERSON',velayne ramaeus,Velayne Ramaeus,
Phil Kelly,'PERSON',phil kelly,Phil Kelly,
Marius Avincus,'PERSON',marius avincus,Marius Avincus,
Brand Mac Lir,'PERSON',brand mac lir,Brand Mac Lir,
Lestu Aesalon,'PERSON',lestu aesalon,Lestu Aesalon,
Arius Hyzeron,'PERSON',arius hyzeron,Arius Hyzeron,
Phobos,'LOC',phobos,Phobos,
Grey Knights Land Raider Redeemer,'ORG',grey knights land raider redeemer,Grey Knights Land Raider Redeemer,
Astraeos,'PERSON',astraeos,Astraeos,
Helio Isidorus,'PERSON',helio isidorus,Helio Isidorus,
Knekku,'PERSON',knekku,Knekku,
Balefortress,'ORG',balefortress,Balefortress,
Watch Fortress Haltmoat,'ORG',watch fortress haltmoat,Watch Fortress Haltmoat,
Satarrion,'PERSON',satarrion,Satarrion,
Deathwatch Forge Master,'ORG',deathwatch forge master,Deathwatch Forge Master,
Adrielle Quist,'PERSON',adrielle quist,Adrielle Quist,
Inquisitor of the Chamber,'PERSON',inquisitor of the chamber,Inquisitor of the Chamber,
Hezika Carmillus,'PERSON',hezika carmillus,Hezika Carmillus,
Ethereal Caste,'ORG',ethereal caste,Ethereal Caste,
Chamber of Vigilance,'ORG',chamber of vigilance,Chamber of Vigilance,
Chaos Champion,'PERSON',chaos champion,Chaos Champion,
Gift of Chaos,'PERSON',gift of chaos,Gift of Chaos,
Isador Akios,'PERSON',isador akios,Isador Akios,
Jharek Kelmaur,'PERSON',jharek kelmaur,Jharek Kelmaur,
Ussax,'PERSON',ussax,Ussax,
Maledictum,'PERSON',maledictum,Maledictum,
Bale,'PERSON',bale,Bale,
Amadeus Volkstein    ,'PERSON',amadeus volkstein,Amadeus Volkstein,
Ygethmor,'PERSON',ygethmor,Ygethmor,
Castellan Champion,'PERSON',castellan champion,Castellan Champion,
Paladin,'PERSON',paladin,Paladin,
Herperitus,'PERSON',herperitus,Herperitus,
Acralem,'ORG',acralem,Acralem,
Calastan,'PERSON',calastan,Calastan,
Iapto,'PERSON',iapto,Iapto,
Yotun   ,'PERSON',yotun,Yotun,
Koios,'PERSON',koios,Koios,
Satre,'PERSON',satre,Satre,
Doriam Narathem,'PERSON',doriam narathem,Doriam Narathem,
Mithrac Tor,'PERSON',mithrac tor,Mithrac Tor,
Ogen   ,'PERSON',ogen,Ogen,
Kai,'PERSON',kai,Kai,
House Vornherr,'ORG',house vornherr,House Vornherr,
Anuaris,'LOC',anuaris,Anuaris,
Forges,'NORP',forges,Forges,
Kill Team Unit,'ORG',kill team unit,Kill Team Unit,
Dominatus,'ORG',dominatus,Dominatus,
Murun,'LOC',murun,Murun,
Fane,'PERSON',fane,Fane,
Alaric,'PERSON',alaric,Alaric,
Phaedes Ekron,'PERSON',phaedes ekron,Phaedes Ekron,
Tancred,'PERSON',tancred,Tancred,
Storm Bolter,'PERSON',storm bolter,Storm Bolter,
Yarant,'PERSON',yarant,Yarant,
House Terryn,'ORG',house terryn,House Terryn,
Iron Fist,'ORG',iron fist,Iron Fist,
Soltarn Vull Bronn,'PERSON',soltarn vull bronn,Soltarn Vull Bronn,
Sisypheum,'LOC',sisypheum,Sisypheum,
Tyranthikos,'PERSON',tyranthikos,Tyranthikos,
Dramos,'PERSON',dramos,Dramos,
Khr Vhalen   ,'PERSON',khr vhalen,Khr Vhalen,
Shatter Corps,'ORG',shatter corps,Shatter Corps,
Andraaz  ,'PERSON',andraaz,Andraaz,
Metal Claw,'PERSON',metal claw,Metal Claw,
Nykona Sharrowkyn,'PERSON',nykona sharrowkyn,Nykona Sharrowkyn,
Koparnos,'PERSON',koparnos,Koparnos,
Shattered Tower,'ORG',shattered tower,Shattered Tower,
Crone Worlds,'LOC',crone worlds,Crone Worlds,
Etrogar,'PERSON',etrogar,Etrogar,
Trident,'ORG',trident,Trident,
Selucid Thorakite,'PERSON',selucid thorakite,Selucid Thorakite,
Dominators,'NORP',dominators,Dominators,
Dodekatheon,'ORG',dodekatheon,Dodekatheon,
Kyr Vhalen,'PERSON',kyr vhalen,Kyr Vhalen,
Dysactis,'LOC',dysactis,Dysactis,
Sabak Wayland,'PERSON',sabak wayland,Sabak Wayland,
Tor Garadon,'PERSON',tor garadon,Tor Garadon,
Baldarun,'PERSON',baldarun,Baldarun,
Forgebreaker,'PERSON',forgebreaker,Forgebreaker,
Harkor   ,'PERSON',harkor,Harkor,
Erasmus Golg,'PERSON',erasmus golg,Erasmus Golg,
Ravener,'NORP',ravener,Ravener,
Iron Havoc Support Squad,'ORG',iron havoc support squad,Iron Havoc Support Squad,
Imperial Palace,'ORG',imperial palace,Imperial Palace,
Berrosus,'PERSON',berrosus,Berrosus,
Koros   ,'PERSON',koros,Koros,
Dirkwald,'PERSON',dirkwald,Dirkwald,
Abrial Shard,'PERSON',abrial shard,Abrial Shard,
Ferrocratic Creed,'ORG',ferrocratic creed,Ferrocratic Creed,
Mark IV Maximus Power Armour,'PERSON',mark iv maximus power armour,Mark IV Maximus Power Armour,
Inviolus,'LOC',inviolus,Inviolus,
Ulrach Branthan,'PERSON',ulrach branthan,Ulrach Branthan,
Chaos Titan,'ORG',chaos titan,Chaos Titan,
Angel Exterminatus,'PERSON',angel exterminatus,Angel Exterminatus,
Zhorisch,'PERSON',zhorisch,Zhorisch,
M30,'ORG',m30,M30,
Aegis,'ORG',aegis,Aegis,
Dies Irae,'PERSON',dies irae,Dies Irae,
Bubonis,'PERSON',bubonis,Bubonis,
Telemachus,'PERSON',telemachus,Telemachus,
Bonehamma,'PERSON',bonehamma,Bonehamma,
Wolf Lords,'PERSON',wolf lords,Wolf Lords,
Icefangs,'ORG',icefangs,Icefangs,
Iota,'PERSON',iota,Iota,
Alizabeth Bequin,'PERSON',alizabeth bequin,Alizabeth Bequin,
Culexus Assassin,'PERSON',culexus assassin,Culexus Assassin,
Departmento Investigates,'ORG',departmento investigates,Departmento Investigates,
Corvus,'PERSON',corvus,Corvus,
The Unremembered Empire,'PERSON',the unremembered empire,The Unremembered Empire,
Ian St. Martin,'PERSON',ian st. martin,Ian St. Martin,
Pact of Anwyn,'PERSON',pact of anwyn,Pact of Anwyn,
Life Extension Technologies,'ORG',life extension technologies,Life Extension Technologies,
Months of Shame,'ORG',months of shame,Months of Shame,
Swarmlord,'PERSON',swarmlord,Swarmlord,
Remas,'PERSON',remas,Remas,
Hyannoth IV,'LOC',hyannoth iv,Hyannoth IV,
Ratlings,'PERSON',ratlings,Ratlings,
Gnostari,'NORP',gnostari,Gnostari,
Ocean Worlds,'LOC',ocean worlds,Ocean Worlds,
Verdant,'LOC',verdant,Verdant,
Dantis III,'LOC',dantis iii,Dantis III,
Kreg,'PERSON',kreg,Kreg,
Ornsworld,'LOC',ornsworld,Ornsworld,
Grome,'PERSON',grome,Grome,
Carlos McConell,'PERSON',carlos mcconell,Carlos McConell,
Navis Nobilite,'NORP',navis nobilite,Navis Nobilite,
Selaaca,'ORG',selaaca,Selaaca,
Trakonn,'ORG',trakonn,Trakonn,
Sanctuary 101,'ORG',sanctuary 101,Sanctuary 101,
Zykorak,'ORG',zykorak,Zykorak,
Zapennec,'ORG',zapennec,Zapennec,
Gheden,'ORG',gheden,Gheden,
Drazak,'ORG',drazak,Drazak,
Hollow Sun,'ORG',hollow sun,Hollow Sun,
Sarkon,'ORG',sarkon,Sarkon,
Lithesh Sector,'ORG',lithesh sector,Lithesh Sector,
Simia Orichalcae,'ORG',simia orichalcae,Simia Orichalcae,
Crownworld,'LOC',crownworld,crownworld,
Sagacity,'ORG',sagacity,Sagacity,
Amissus Solaris,'ORG',amissus solaris,Amissus Solaris,
Gehenna,'ORG',gehenna,Gehenna,
Silva Tenebris,'ORG',silva tenebris,Silva Tenebris,
Nightbringer,'PERSON',nightbringer,Nightbringer,
Thomas Macabee,'PERSON',thomas macabee,Thomas Macabee,
Ork Boyz,'PERSON',ork boyz,Ork Boyz,
Runtherd,'PERSON',runtherd,Runtherd,
Noctis Labyrinth,'LOC',noctis labyrinth,Noctis Labyrinth,
Baran,'LOC',baran,Baran,
Khazhar,'LOC',khazhar,Khazhar,
Lugganath,'PERSON',lugganath,Lugganath,
Maiden World,'LOC',maiden world,Maiden World,
Fuegan,'PERSON',fuegan,Fuegan,
Wychsuit,'ORG',wychsuit,Wychsuit,
Talia Karsk,'PERSON',talia karsk,Talia Karsk,
Gregor Dessian,'PERSON',gregor dessian,Gregor Dessian,
Diocletian Coros,'PERSON',diocletian coros,Diocletian Coros,
Ra Endymion,'PERSON',ra endymion,Ra Endymion,
Whiteshields,'PERSON',whiteshields,Whiteshields,
Adamant Fury,'ORG',adamant fury,Adamant Fury,
Battlefleet Cadia,'ORG',battlefleet cadia,Battlefleet Cadia,
Volscani Cataphracts,'ORG',volscani cataphracts,Volscani Cataphracts,
Jarran Kell    ,'PERSON',jarran kell,Jarran Kell,
Armoured Fist,'ORG',armoured fist,Armoured Fist,
Interior Guard,'ORG',interior guard,Interior Guard,
Heavy Gunner,'ORG',heavy gunner,Heavy Gunner,
Isaia Bendikt,'PERSON',isaia bendikt,Isaia Bendikt,
Parmenion Thade   ,'PERSON',parmenion thade,Parmenion Thade,
Jjojos,'PERSON',jjojos,Jjojos,
Kalides Prime,'LOC',kalides prime,Kalides Prime,
Pintax,'PERSON',pintax,Pintax,
Volscani Cataphract  ,'ORG',volscani cataphract,Volscani Cataphract,
Frontier Worlds,'LOC',frontier worlds,Frontier Worlds,
Ursarker E. Creed,'PERSON',ursarker e. creed,Ursarker E. Creed,
Loriar,'PERSON',loriar,Loriar,
Harakoni,'NORP',harakoni,Harakoni,
Cadian Shock Trooper,'ORG',cadian shock trooper,Cadian Shock Trooper,
Graf Harazahn,'PERSON',graf harazahn,Graf Harazahn,
Beta Anphelion IV,'LOC',beta anphelion iv,Beta Anphelion IV,
Cadian Shock Troop,'ORG',cadian shock troop,Cadian Shock Troop,
Ice Worlds,'LOC',ice worlds,Ice Worlds,
Birmingham,'PERSON',birmingham,Birmingham,
Maximus Octavian Grüber III,'PERSON',maximus octavian grüber iii,Maximus Octavian Grüber III,
Hive Fleet Scarabus,'ORG',hive fleet scarabus,Hive Fleet Scarabus,
Mihok Secundus,'LOC',mihok secundus,Mihok Secundus,
Guryan,'NORP',guryan,Guryan,
Valerian,'PERSON',valerian,Valerian,
Bail Sharr,'PERSON',bail sharr,Bail Sharr,
Gorefather,'PERSON',gorefather,Gorefather,
Hollows,'NORP',hollows,Hollows,
Gorechild,'PERSON',gorechild,Gorechild,
Tetra,'ORG',tetra,Tetra,
Gregorious Sebastev,'PERSON',gregorious sebastev,Gregorious Sebastev,
Iron Hand Straken,'PERSON',iron hand straken,Iron Hand Straken,
Industrial World,'LOC',industrial world,Industrial World,
Guardsman,'NORP',guardsman,guardsman,
Hark,'PERSON',hark,Hark,
Company Command Squad,'ORG',company command squad,Company Command Squad,
Industrial Worlds,'ORG',industrial worlds,Industrial Worlds,
the  Estate Imperium,'ORG',the estate imperium,The Estate Imperium,
Alcatran,'LOC',alcatran,Alcatran,
Special Weapon Squad,'ORG',special weapon squad,Special Weapon Squad,
Nox,'LOC',nox,Nox,
Zyvan,'PERSON',zyvan,Zyvan,
Pious Korren,'PERSON',pious korren,Pious Korren,
Stonetooth Harker,'PERSON',stonetooth harker,Stonetooth Harker,
Basilisk,'ORG',basilisk,Basilisk,
Heavy Weapons Squad,'ORG',heavy weapons squad,Heavy Weapons Squad,
The Waning,'PERSON',the waning,The Waning,
Cassandra VanLeskus,'PERSON',cassandra vanleskus,Cassandra VanLeskus,
Chaos Terminator,'ORG',chaos terminator,Chaos Terminator,
Strife Epoch,'ORG',strife epoch,Strife Epoch,
Corporal   ,'PERSON',corporal,Corporal,
Lucellin Tyberius,'PERSON',lucellin tyberius,Lucellin Tyberius,
Poul Marlin,'PERSON',poul marlin,Poul Marlin,
Wyrdvane Psyker,'PERSON',wyrdvane psyker,Wyrdvane Psyker,
Savlar,'ORG',savlar,Savlar,
Drookian Fenguard,'PERSON',drookian fenguard,Drookian Fenguard,
Orvaston Planus,'LOC',orvaston planus,Orvaston Planus,
Harakon,'LOC',harakon,Harakon,
Platoon Command Squad,'ORG',platoon command squad,Platoon Command Squad,
Primaris Psyker,'PERSON',primaris psyker,Primaris Psyker,
Infantry Squad,'ORG',infantry squad,Infantry Squad,
Gorentz,'LOC',gorentz,Gorentz,
Quarren,'PERSON',quarren,Quarren,
War Zone Damocles,'LOC',war zone damocles,War Zone Damocles,
Ursarkar Creed,'PERSON',ursarkar creed,Ursarkar Creed,
Skovi,'LOC',skovi,Skovi,
Cassell,'PERSON',cassell,Cassell,
Illyich Szradislav,'PERSON',illyich szradislav,Illyich Szradislav,
Officio Logisticarum,'ORG',officio logisticarum,Officio Logisticarum,
Terrax,'LOC',terrax,Terrax,
Gnothis Trannarch,'PERSON',gnothis trannarch,Gnothis Trannarch,
Lathe Worlds,'LOC',lathe worlds,Lathe Worlds,
Chaeronia,'ORG',chaeronia,Chaeronia,
Genetors,'PERSON',genetors,genetors,
Explorators,'ORG',explorators,Explorators,
Darkness,'ORG',darkness,Darkness,
Maktlan Kutlakh,'PERSON',maktlan kutlakh,Maktlan Kutlakh,
Khansu Dynasty,'ORG',khansu dynasty,Khansu Dynasty,
Dolmen Gates,'PERSON',dolmen gates,Dolmen Gates,
Zantragora,'LOC',zantragora,Zantragora,
Atun Dynasty,'ORG',atun dynasty,Atun Dynasty,
Morrigar,'LOC',morrigar,Morrigar,
Empire of the Severed,'PERSON',empire of the severed,Empire of the Severed,
the Arisen,'PERSON',the arisen,the Arisen,
Zarathusa,'PERSON',zarathusa,Zarathusa,
Cocholos,'LOC',cocholos,Cocholos,
Cairn,'ORG',cairn,Cairn,
Kardenath Dynasty,'ORG',kardenath dynasty,Kardenath Dynasty,
Borsis,'LOC',borsis,Borsis,
Samnokh Dynasty,'ORG',samnokh dynasty,Samnokh Dynasty,
Nihilakh Dynasty,'ORG',nihilakh dynasty,Nihilakh Dynasty,
Szaron,'PERSON',szaron,Szaron,
Necron Destroyers,'ORG',necron destroyers,Necron Destroyers,
Valgul,'PERSON',valgul,Valgul,
Atun,'PERSON',atun,Atun,
Seidon,'LOC',seidon,Seidon,
Akanabekh,'PERSON',akanabekh,Akanabekh,
Suhbekhar Dynasty,'ORG',suhbekhar dynasty,Suhbekhar Dynasty,
Thokt Dynasty,'ORG',thokt dynasty,Thokt Dynasty,
Svarokh,'PERSON',svarokh,Svarokh,
Kalugura    ,'PERSON',kalugura,Kalugura,
Rakszan,'PERSON',rakszan,Rakszan,
Xonthar Dynasty,'ORG',xonthar dynasty,Xonthar Dynasty,
Arotepk Dynasty,'ORG',arotepk dynasty,Arotepk Dynasty,
Sekemtar Dynasty,'ORG',sekemtar dynasty,Sekemtar Dynasty,
Necron Dynasties,'ORG',necron dynasties,Necron dynasties,
Asuryani Outcasts,'NORP',asuryani outcasts,Asuryani Outcasts,
Leyak Sector,'LOC',leyak sector,Leyak Sector,
Nekthyst Dynasty,'ORG',nekthyst dynasty,Nekthyst Dynasty,
Trantis,'LOC',trantis,Trantis,
Ogdobekh Dynasty,'ORG',ogdobekh dynasty,Ogdobekh Dynasty,
Purgator,'PERSON',purgator,Purgator,
Ludmilla   ,'PERSON',ludmilla,Ludmilla,
Cult of Duplicity,'ORG',cult of duplicity,Cult of Duplicity,
Ero,'LOC',ero,Ero,
Legio Abominator,'PERSON',legio abominator,Legio Abominator,
Legio Mordaxis,'PERSON',legio mordaxis,Legio Mordaxis,
Battle of Molech,'PERSON',battle of molech,Battle of Molech,
Cataclysm of Iron,'PERSON',cataclysm of iron,Cataclysm of Iron,
Legio Abhorrax,'PERSON',legio abhorrax,Legio Abhorrax,
Armageddon Ash Waste Militia,'ORG',armageddon ash waste militia,Armageddon Ash Waste Militia,
Armageddon Defence Force,'ORG',armageddon defence force,Armageddon Defence Force,
Kalidar,'LOC',kalidar,Kalidar,
Penal World,'LOC',penal world,Penal World,
Ahhotekh,'PERSON',ahhotekh,Ahhotekh,
Asmothep    ,'PERSON',asmothep,Asmothep,
Mesophet,'PERSON',mesophet,Mesophet,
Hapthatra    ,'PERSON',hapthatra,Hapthatra,
Ahmontekh,'PERSON',ahmontekh,Ahmontekh,
Iron Father,'PERSON',iron father,Iron Father,
Zargo,'PERSON',zargo,Zargo,
Cocytus I,'LOC',cocytus i,Cocytus I,
Tiresias,'PERSON',tiresias,Tiresias,
Alameda   ,'PERSON',alameda,Alameda,
Corvin Severax,'PERSON',corvin severax,Corvin Severax,
Disciples of Blood,'ORG',disciples of blood,Disciples of Blood,
Galthamor,'PERSON',galthamor,Galthamor,
Kathal,'PERSON',kathal,Kathal,
Thorcyra,'PERSON',thorcyra,Thorcyra,
Kranon the Relentless,'PERSON',kranon the relentless,Kranon the Relentless,
Fulminos   ,'PERSON',fulminos,Fulminos,
Blood Gorgons,'PERSON',blood gorgons,Blood Gorgons,
Vorn Hagan,'PERSON',vorn hagan,Vorn Hagan,
Veegum   ,'PERSON',veegum,Veegum,
Sevastus Kranon,'PERSON',sevastus kranon,Sevastus Kranon,
Protectors,'ORG',protectors,Protectors,
Vathwal Heavenlance,'PERSON',vathwal heavenlance,Vathwal Heavenlance,
Astrov Yemenev,'PERSON',astrov yemenev,Astrov Yemenev,
Noctis Aeterna,'PERSON',noctis aeterna,Noctis Aeterna,
Lycurgos,'LOC',lycurgos,Lycurgos,
Alaxei Dymetrin,'PERSON',alaxei dymetrin,Alaxei Dymetrin,
Kulth,'LOC',kulth,Kulth,
Horus Rising,'PERSON',horus rising,Horus Rising,
Cyrene,'PERSON',cyrene,Cyrene,
Agmar,'PERSON',agmar,Agmar,
Hive Fleet Lotan    ,'ORG',hive fleet lotan,Hive Fleet Lotan,
Thressiax,'LOC',thressiax,Thressiax,
Kitab,'LOC',kitab,Kitab,
Kanak,'ORG',kanak,Kanak,
Hesp,'LOC',hesp,Hesp,
Hive Fleet Pythos,'ORG',hive fleet pythos,Hive Fleet Pythos,
Hive Fleet Moloch,'ORG',hive fleet moloch,Hive Fleet Moloch,
Sephrax,'LOC',sephrax,Sephrax,
Magos Juris,'PERSON',magos juris,Magos Juris,
Erlan Klute,'PERSON',erlan klute,Erlan Klute,
Vincente Sixx,'PERSON',vincente sixx,Vincente Sixx,
Priesthood of Mars,'ORG',priesthood of mars,Priesthood of Mars,
Barsapine,'LOC',barsapine,Barsapine,
Secutor,'PERSON',secutor,Secutor,
Reclaimator,'ORG',reclaimator,Reclaimator,
Reinhart,'PERSON',reinhart,Reinhart,
Gutcutta,'PERSON',gutcutta,Gutcutta,
Athonian Tunnel Rats,'NORP',athonian tunnel rats,Athonian Tunnel Rats,
Confessor,'PERSON',confessor,Confessor,
Octus Enoch,'PERSON',octus enoch,Octus Enoch,
Banisher,'PERSON',banisher,Banisher,
Calixian Conclave,'ORG',calixian conclave,Calixian Conclave,
Ahmazzi,'PERSON',ahmazzi,Ahmazzi,
Armsmen,'ORG',armsmen,Armsmen,
Enginseer,'ORG',enginseer,Enginseer,
House Cawdor,'ORG',house cawdor,House Cawdor,
Klovis the Redeemer,'PERSON',klovis the redeemer,Klovis the Redeemer,
Chiros,'LOC',chiros,Chiros,
Colcha,'LOC',colcha,Colcha,
Cult of Redemption,'ORG',cult of redemption,Cult of Redemption,
Gereon,'ORG',gereon,Gereon,
Lucian Wilder,'PERSON',lucian wilder,Lucian Wilder,
Elim Rawne,'PERSON',elim rawne,Elim Rawne,
Belladon,'NORP',belladon,Belladon,
Feth,'PERSON',feth,Feth,
Lions Defiant,'ORG',lions defiant,Lions Defiant,
Farseer Macha,'PERSON',farseer macha,Farseer Macha,
Sindri Myr,'PERSON',sindri myr,Sindri Myr,
Jackalan Echoes,'ORG',jackalan echoes,Jackalan Echoes,
Grimhunters,'NORP',grimhunters,Grimhunters,
Drogsh,'LOC',drogsh,Drogsh,
Lost Hope,'PERSON',lost hope,Lost Hope,
Bloodbathers,'ORG',bloodbathers,Bloodbathers,
Rhoghon,'LOC',rhoghon,Rhoghon,
Mortis Metalikus,'PERSON',mortis metalikus,Mortis Metalikus,
Power Armour,'ORG',power armour,Power Armour,
Attias the Untamed,'PERSON',attias the untamed,Attias the Untamed,
Tatterskulls,'PERSON',tatterskulls,Tatterskulls,
Dzargon Draznicht,'PERSON',dzargon draznicht,Dzargon Draznicht,
Revenants of Umidia,'ORG',revenants of umidia,Revenants of Umidia,
Cult of the Red Haze,'ORG',cult of the red haze,Cult of the Red Haze,
Dirtdogs,'ORG',dirtdogs,Dirtdogs,
Lords of Carnage,'ORG',lords of carnage,Lords of Carnage,
Kranon Sevastus,'PERSON',kranon sevastus,Kranon Sevastus,
Cult of the Red Disciples,'ORG',cult of the red disciples,Cult of the Red Disciples,
Death Rider,'ORG',death rider,Death Rider,
Mukaali,'ORG',mukaali,Mukaali,
Brôkhyr,'PERSON',brôkhyr,Brôkhyr,
Maugh,'PERSON',maugh,Maugh,
Hieronymous Theta,'ORG',hieronymous theta,Hieronymous Theta,
Ensign,'PERSON',ensign,ensign,
Commissars,'ORG',commissars,commissars,
Planetary Governor,'ORG',planetary governor,Planetary Governor,
Grenadier,'NORP',grenadier,Grenadier,
Umbra,'PERSON',umbra,Umbra,
Soul Drinkers,'ORG',soul drinkers,Soul Drinkers,
Tellos,'PERSON',tellos,Tellos,
Rapier,'ORG',rapier,Rapier,
Anvillus Pattern Dreadclaw,'PERSON',anvillus pattern dreadclaw,Anvillus Pattern Dreadclaw,
Locke,'PERSON',locke,Locke,
Imperial Saint,'ORG',imperial saint,Imperial Saint,
Iocanthos,'LOC',iocanthos,Iocanthos,
Reliquarist,'ORG',reliquarist,Reliquarist,
Desoleum,'LOC',desoleum,Desoleum,
Uriah Jacobus,'PERSON',uriah jacobus,Uriah Jacobus,
Solstice,'LOC',solstice,Solstice,
Belis Corona,'PERSON',belis corona,Belis Corona,
Death Korps Grenadier,'ORG',death korps grenadier,Death Korps Grenadier,
Death Korps Guardsman,'ORG',death korps guardsman,Death Korps Guardsman,
Yngir,'PERSON',yngir,Yngir,
Burning One,'PERSON',burning one,Burning One,
Magadha Dynasty,'ORG',magadha dynasty,Magadha Dynasty,
Endless Swarm,'PERSON',endless swarm,Endless Swarm,
Zarhulash,'PERSON',zarhulash,Zarhulash,
Outsider,'PERSON',outsider,Outsider,
Zarhulash the Potentate,'PERSON',zarhulash the potentate,Zarhulash the Potentate,
Thracius,'PERSON',thracius,Thracius,
Nephrekh Dynasty,'ORG',nephrekh dynasty,Nephrekh Dynasty,
Hamadrya,'PERSON',hamadrya,Hamadrya,
Death Hawks,'ORG',death hawks,Death Hawks,
Gath Rimmon,'PERSON',gath rimmon,Gath Rimmon,
Mostrue,'PERSON',mostrue,Mostrue,
Maesa,'LOC',maesa,Maesa,
Otto Ivan Gustavus,'PERSON',otto ivan gustavus,Otto Ivan Gustavus,
Lepidus Prime,'LOC',lepidus prime,Lepidus Prime,
Yanazar IV,'LOC',yanazar iv,Yanazar IV,
Forsaken Reavers,'ORG',forsaken reavers,Forsaken Reavers,
Legio Tritonis,'ORG',legio tritonis,Legio Tritonis,
Angevin Crusade,'ORG',angevin crusade,Angevin Crusade,
Lycosidae,'LOC',lycosidae,Lycosidae,
Arios Quintus,'PERSON',arios quintus,Arios Quintus,
Cadia Sector,'ORG',cadia sector,Cadia Sector,
Devram Korda,'PERSON',devram korda,Devram Korda,
Thirteenth Black Crusade,'ORG',thirteenth black crusade,Thirteenth Black Crusade,
Royal Volpone,'ORG',royal volpone,Royal Volpone,
Jouran Dragoons,'ORG',jouran dragoons,Jouran Dragoons,
Angel Guard,'ORG',angel guard,Angel Guard,
Forces of Order,'ORG',forces of order,Forces of Order,
Scarus,'PERSON',scarus,Scarus,
Blackstone Fortress,'ORG',blackstone fortress,Blackstone Fortress,
Nemesis Tessera,'LOC',nemesis tessera,Nemesis Tessera,
Zenonian Free Companies,'ORG',zenonian free companies,Zenonian Free Companies,
White Dwarf Magazine,'ORG',white dwarf magazine,White Dwarf Magazine,
Guardian#Ulthwé Black Guardians,'ORG',guardian#ulthwé black guardians,Guardian#Ulthwé Black Guardians,
Talons,'ORG',talons,Talons,
Holy Synod,'ORG',holy synod,Holy Synod,
Storm Troopers,'ORG',storm troopers,Storm Troopers,
Wars of Faith,'ORG',wars of faith,Wars of Faith,
Tannenburg,'PERSON',tannenburg,Tannenburg,
Krave,'PERSON',krave,Krave,
Reek,'PERSON',reek,Reek,
Valeous II,'ORG',valeous ii,Valeous II,
Lords of Valour,'ORG',lords of valour,Lords of Valour,
Abominable Intelligence,'ORG',abominable intelligence,Abominable Intelligence,
Legion Mortis,'PERSON',legion mortis,Legion Mortis,
Excruciatus,'PERSON',excruciatus,Excruciatus,
Sniper Drone Team,'ORG',sniper drone team,Sniper Drone Team,
Air Caste,'ORG',air caste,Air Caste,
Hunter Cadres,'ORG',hunter cadres,Hunter Cadres,
Gideous Krall,'PERSON',gideous krall,Gideous Krall,
Aremis Koryn,'PERSON',aremis koryn,Aremis Koryn,
Lysios,'PERSON',lysios,Lysios,
Antagonis,'LOC',antagonis,Antagonis,
Preceptory,'ORG',preceptory,Preceptory,
Otto Dagover,'PERSON',otto dagover,Otto Dagover,
Decima,'PERSON',decima,Decima,
Magda Grace,'PERSON',magda grace,Magda Grace,
Lords Dragon,'ORG',lords dragon,Lords Dragon,
Findari Prime,'PERSON',findari prime,Findari Prime,
House Arakon,'ORG',house arakon,House Arakon,
Anark Zeta,'LOC',anark zeta,Anark Zeta,
Spleenrippa,'PERSON',spleenrippa,Spleenrippa,
Procon,'LOC',procon,Procon,
House Procon Vi,'ORG',house procon vi,House Procon Vi,
